fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id,fixed acidity_std,volatile acidity_std,citric acid_std,residual sugar_std,chlorides_std,free sulfur dioxide_std,total sulfur dioxide_std,density_std,pH_std,sulphates_std,alcohol_std
7.0,0.805,0.0,2.5,0.068,7.0,20.0,0.9969,3.48,0.56,9.6,5,178,-0.7659880629984183,1.5071040329990621,-1.3805598369390564,-0.06226888515116592,-0.44838451969717286,-0.826798608444249,-0.8006234777755458,0.08055363904637651,1.1048653508126367,-0.5566397525602689,-0.783501945229442
7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,11.7,7,334,-0.2532880487204029,0.6560981127263674,-1.3293402538777364,-0.06226888515116592,-0.2041164803660608,0.13739801947907354,-0.24219776369897414,-0.22685411053383917,0.2095902872110209,0.49721410450887077,1.1672216648858567
7.4,0.6,0.26,7.3,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,5,163,-0.5381213899859669,0.3815800739287238,-0.048850677344734195,3.1494506444724104,-0.39953091183095035,1.9693716125333864,2.332765251209662,0.7466037631367775,0.4014349436970828,-0.9664718080871569,-0.9692851461928033
7.0,0.55,0.13,2.2,0.075,15.0,35.0,0.9959,3.36,0.59,9.7,6,1535,-0.7659880629984183,0.10706203513108072,-0.7147052571418953,-0.26300135575263933,-0.27739689216539454,-0.055441306105590976,-0.3352687160450694,-0.43179261025394505,0.3374867248683946,-0.380997443048746,-0.6906103447477615
7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,5,412,-0.7090213947453057,1.122778778682361,-0.5610465079579351,-0.4637338263541131,0.33327320616238604,-0.055441306105590976,0.9677246168002644,-0.07315023574370288,-0.23804724458978552,-0.08826026052954018,-1.0621767466744838
7.4,0.36,0.3,1.8,0.07400000000000001,17.0,24.0,0.99419,3.24,0.7,11.4,8,1549,-0.5381213899859669,-0.9361065122999646,0.15602765490054604,-0.5306446498879375,-0.3018236960985054,0.13739801947907354,-0.6765288746474187,-1.3079046965574885,-0.42989190107584463,0.26302435849350614,0.888546863440815
12.4,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,6,548,2.3102120226696727,-0.9910101200594933,1.1291997330656276,0.004641938382658657,-0.17968967643294959,1.101594647402396,0.7195354105440104,1.361419262297152,-1.1972705270200867,0.5557615410127119,-0.04036914137599411
6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,5,257,-0.9938547360108696,0.903164347644246,-1.3805598369390564,-0.32991217928646394,-0.27739689216539454,-0.3447002944825877,0.31622795037759754,0.02931901411635005,1.1688135696413249,0.0873820489819833,-1.155068347156166
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,6,1330,-0.5381213899859669,0.3815800739287238,-0.048850677344734195,-0.32991217928646394,-0.08198246070050463,0.13739801947907354,1.4020557277487091,-0.2985825854358421,-0.11015080693241185,-0.5566397525602689,-0.5977187442660793
8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.9900700000000001,2.89,0.44,12.7,6,1018,-0.19632138046729034,-1.9243714519714807,0.5145647363297866,-1.1328420616923582,-0.912493794426286,1.9693716125333864,1.9604814418252807,-3.4187712436747613,-2.6680795600798826,-1.2592089906063624,2.096137669702666
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,5,208,-0.31025471697351603,-0.496877650223735,0.05358848877790606,0.07155276191648323,0.33327320616238604,0.23381768227140579,1.5261503308768363,-0.07315023574370288,-0.5577883387332183,0.0873820489819833,-0.9692851461928033
8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,5,190,-0.08238804396106514,-0.16745600366656294,0.4121255702071464,0.2053744089841321,-0.22854328429917206,0.5230766706484026,2.5189071559018528,0.43919601355661864,-0.49384011990453286,-0.2053551335372225,-0.9692851461928033
6.6,0.63,0.0,4.3,0.09300000000000001,51.0,77.5,0.9955799999999999,3.2,0.45,9.5,5,1296,-0.9938547360108696,0.54629089720731,-1.3805598369390564,1.1421259384576754,0.16228557863060772,3.4156665544183697,0.9832364421912804,-0.595743410030098,-0.685684776390592,-1.2006615541025212,-0.8763935457111226
10.2,0.34,0.48,2.1,0.052000000000000005,5.0,9.0,0.9945799999999999,3.2,0.69,12.1,7,953,1.0569453211011908,-1.0459137278190216,1.0779801500043076,-0.32991217928646394,-0.8392133826269523,-1.0196379340289135,-1.1418836363778953,-1.1080896593304195,-0.685684776390592,0.204476921989665,1.5387880668125806
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,500,-0.31025471697351603,-0.05764878814750547,-0.10007026040605432,-0.4637338263541131,-0.1308360685667271,-0.15186096889792322,-0.24219776369897414,0.8490730129968304,0.7851242566692038,-0.029712824025699015,-1.3408515481195271
11.4,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,6,403,1.740545340138545,0.3815800739287238,1.1291997330656276,0.07155276191648323,-0.033128852834282164,-0.5375396200672522,-0.14912681135287886,1.361419262297152,-1.0054258705340275,-0.14680769703338134,0.052522459105686474
7.9,0.53,0.24,2.0,0.07200000000000001,15.0,105.0,0.996,3.27,0.54,9.4,6,311,-0.2532880487204029,-0.0027451803879767413,-0.15128984346737445,-0.39682300282028854,-0.3506773039647279,-0.055441306105590976,1.8363868386971538,-0.38055798532391855,-0.23804724458978552,-0.6737346255679512,-0.9692851461928033
10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,7,504,1.2278453258605295,-1.5949498054143088,0.770662651636387,-0.5306446498879375,-0.22854328429917206,-0.9232182712365813,-0.7385761762114823,0.43919601355661864,-0.6217365575619065,2.3121846361279457,0.33119726055072984
7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,6,1274,-0.31025471697351603,0.2717728584096663,-0.7147052571418953,-0.32991217928646394,0.38212681402860815,0.13739801947907354,-0.30424506526303763,-1.2003119842044558,-0.42989190107584463,-0.7322820620717924,0.7027636624774521
11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,6,197,1.7975120083916576,-1.2655281588571365,1.6926151467401485,-0.39682300282028854,-0.4728113236302841,-0.3447002944825877,-0.5834579223013235,0.695369138206751,-1.261218745848775,1.8438051440972163,-0.3190439428210375
8.0,0.62,0.33,2.7,0.08800000000000001,16.0,37.0,0.9972,3.31,0.58,10.7,6,1073,-0.19632138046729034,0.4913872894477812,0.30968640408450643,0.07155276191648323,0.04015155896505154,0.040978356686741275,-0.2732214144810059,0.2342575138364559,0.01774563072496182,-0.43954487955258714,0.23830566006904763
7.8,0.6,0.14,2.4,0.086,3.0,15.0,0.9975,3.42,0.6,10.8,6,36,-0.31025471697351603,0.3815800739287238,-0.6634856740805751,-0.12917970868499049,-0.008702048901171268,-1.212477259613578,-0.9557417316857046,0.3879613886265922,0.7211760378405156,-0.3224500065449048,0.33119726055072984
7.1,0.755,0.15,1.8,0.107,20.0,84.0,0.99593,3.19,0.5,9.5,5,1384,-0.7090213947453057,1.2325859942014186,-0.6122660910192552,-0.5306446498879375,0.5042608336941644,0.4266570078560703,1.184890172274487,-0.41642222277494845,-0.7496329952192802,-0.9079243715833158,-0.8763935457111226
7.7,0.58,0.01,1.8,0.08800000000000001,12.0,18.0,0.9956799999999999,3.32,0.56,10.5,7,1024,-0.3672213852266286,0.2717728584096663,-1.3293402538777364,-0.5306446498879375,0.04015155896505154,-0.3447002944825877,-0.8626707793396093,-0.5445087851000715,0.08169384955364724,-0.5566397525602689,0.052522459105686474
8.2,0.38,0.32,2.5,0.08,24.0,71.0,0.99624,3.27,0.85,11.0,6,1141,-0.08238804396106514,-0.8262992967809071,0.2584668210231863,-0.06226888515116592,-0.15526287249983836,0.8123356590253993,0.781582712108074,-0.2575948854918323,-0.23804724458978552,1.141235906051123,0.516980461514091
8.8,0.24,0.35,1.7,0.055,13.0,27.0,0.9939399999999999,3.14,0.59,11.3,7,1125,0.2594119655576124,-1.5949498054143088,0.4121255702071464,-0.5975554734217621,-0.7659329708276188,-0.2482806316902555,-0.5834579223013235,-1.4359912588826116,-1.069374089362713,-0.380997443048746,0.7956552629591345
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.9944799999999999,3.36,0.45,9.5,5,1338,-1.3356547455295462,-0.16745600366656294,-1.3805598369390564,-0.7982879440232357,-0.7170793629613963,-0.055441306105590976,-0.6144815730833553,-1.159324284260446,0.3374867248683946,-1.2006615541025212,-0.8763935457111226
9.9,0.74,0.19,5.8,0.111,33.0,76.0,0.9987799999999999,3.14,0.55,9.4,5,1203,0.886045316341853,1.1502305825621253,-0.4073877587739748,2.1457882914650432,0.6019680494266093,1.6801126241563895,0.9367009660182327,1.0437645877309196,-1.069374089362713,-0.61518718906411,-0.9692851461928033
8.1,0.67,0.55,1.8,0.11699999999999999,32.0,141.0,0.9968,3.17,0.62,9.4,5,145,-0.13935471221417772,0.7659053282454249,1.4365172314335484,-0.5306446498879375,0.7485288730252764,1.5836929613640573,2.9532382668502972,0.02931901411635005,-0.8775294328766539,-0.2053551335372225,-0.9692851461928033
6.8,0.48,0.25,2.0,0.076,29.0,61.0,0.9953,3.34,0.6,10.4,5,1523,-0.879921399504644,-0.2772632191856204,-0.10007026040605432,-0.39682300282028854,-0.2529700882322833,1.2944339729870606,0.47134620428775637,-0.7392003598341607,0.2095902872110209,-0.3224500065449048,-0.04036914137599411
7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,5,497,-0.6520547264921925,-1.0459137278190216,0.2584668210231863,-0.06226888515116592,0.08900516683127367,2.644309252079712,2.084576044953408,-0.07315023574370288,0.08169384955364724,0.7899512870280766,0.6098720619957716
6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,6,1301,-0.9368880677577566,1.8090738756764695,-1.0220227555098158,-0.39682300282028854,0.33327320616238604,0.4266570078560703,0.34725160115962933,-0.39080491030993525,1.8722439767568786,0.49721410450887077,1.1672216648858567
7.6,0.5,0.29,2.3,0.086,5.0,14.0,0.9950200000000001,3.32,0.62,11.5,6,1169,-0.4241880534797417,-0.16745600366656294,0.10480807183922591,-0.1960905322188151,-0.008702048901171268,-1.0196379340289135,-0.9867653824677364,-0.8826573096381666,0.08169384955364724,-0.2053551335372225,0.9814384639224956
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.9938799999999999,3.35,0.63,12.0,6,1101,-0.5381213899859669,-0.22235961142609165,0.0023689057165859353,-0.32991217928646394,-0.3751041078978395,-0.15186096889792322,-0.645505223865387,-1.4667320338406618,0.2735385060397092,-0.14680769703338134,1.4458964663309002
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5,560,2.4811120274290106,0.3815800739287238,1.1291997330656276,0.1384635854503075,-0.27739689216539454,-1.0196379340289135,-0.8316471285575776,1.361419262297152,-1.069374089362713,-0.4980923160564283,0.888546863440815
7.8,0.53,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,6,162,-0.31025471697351603,-0.0027451803879767413,-1.175681504693776,-0.5975554734217621,-0.2529700882322833,0.13739801947907354,-0.45936331917319645,-0.1756194856038127,0.14564206838233548,-0.5566397525602689,-0.4119355433027181
7.6,0.68,0.02,1.3,0.07200000000000001,9.0,20.0,0.9965,3.17,1.08,9.2,4,161,-0.4241880534797417,0.8208089360049536,-1.2781206708164163,-0.8651987675570602,-0.3506773039647279,-0.6339592828595845,-0.8006234777755458,-0.12438486067372935,-0.8775294328766539,2.487826945639469,-1.155068347156166
8.1,0.575,0.22,2.1,0.077,12.0,65.0,0.9967,3.29,0.51,9.2,5,105,-0.13935471221417772,0.24432105452990194,-0.25372900959001454,-0.32991217928646394,-0.22854328429917206,-0.3447002944825877,0.5954408074158833,-0.021915610813676416,-0.11015080693241185,-0.8493769350794746,-1.155068347156166
12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,5,446,2.367178690922785,-0.8262992967809071,1.6926151467401485,0.004641938382658657,-0.1308360685667271,1.487273298571725,0.8126063628901057,1.4638885121572618,-1.3251669646774604,0.4386666680050296,0.052522459105686474
11.1,0.39,0.54,2.7,0.095,21.0,101.0,1.0001,3.13,0.51,9.5,5,744,1.5696453353792061,-0.7713956890213783,1.3852976483722284,0.07155276191648323,0.21113918649682986,0.5230766706484026,1.7122922355690267,1.720061636807394,-1.1333223081914012,-0.8493769350794746,-0.8763935457111226
9.9,0.5,0.24,2.3,0.10300000000000001,6.0,14.0,0.9978,3.34,0.52,10.0,4,576,0.886045316341853,-0.16745600366656294,-0.15128984346737445,-0.1960905322188151,0.40655361796171974,-0.9232182712365813,-0.9867653824677364,0.5416652634166716,0.2095902872110209,-0.7908294985756334,-0.4119355433027181
6.1,0.715,0.1,2.6,0.053,13.0,27.0,0.9936200000000001,3.57,0.5,11.9,5,1582,-1.2786880772764335,1.0129715631633036,-0.8683640063258555,0.004641938382658657,-0.8147865786938412,-0.2482806316902555,-0.5834579223013235,-1.5999420586586508,1.6803993202708167,-0.9079243715833158,1.3530048658492195
8.8,0.59,0.18,2.9,0.08900000000000001,12.0,74.0,0.9973799999999999,3.14,0.54,9.4,5,766,0.2594119655576124,0.32667646616919505,-0.45860734183529495,0.2053744089841321,0.06457836289816278,-0.3447002944825877,0.8746536644541693,0.3264798387104922,-1.069374089362713,-0.6737346255679512,-0.9692851461928033
7.6,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61,9.3,5,629,-0.4241880534797417,0.848260739884718,-0.20250942652869444,-0.1960905322188151,0.6019680494266093,0.4266570078560703,1.184890172274487,-0.1756194856038127,-0.6217365575619065,-0.26390257004106366,-1.0621767466744838
8.6,0.49,0.28,1.9,0.11,20.0,136.0,0.9972,2.93,1.95,9.9,6,91,0.14547862905138623,-0.22235961142609165,0.05358848877790606,-0.4637338263541131,0.5775412454934981,0.4266570078560703,2.7981200129401387,0.2342575138364559,-2.412286684765135,7.581453921473646,-0.5048271437843986
8.2,0.32,0.42,2.3,0.098,3.0,9.0,0.9950600000000001,3.27,0.55,12.3,6,1023,-0.08238804396106514,-1.155720943338079,0.770662651636387,-0.1960905322188151,0.2844195982961636,-1.212477259613578,-1.1418836363778953,-0.8621634596661901,-0.23804724458978552,-0.61518718906411,1.7245712677759435
6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.9963299999999999,3.42,0.97,10.6,5,1522,-1.2786880772764335,-1.155720943338079,-0.10007026040605432,-0.1960905322188151,-0.3751041078978395,0.715915996233067,0.37827525194166106,-0.21148372305484262,0.7211760378405156,1.8438051440972163,0.14541405958736706
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,6,1329,-0.5381213899859669,0.3815800739287238,-0.048850677344734195,-0.32991217928646394,-0.08198246070050463,0.13739801947907354,1.4020557277487091,-0.2985825854358421,-0.11015080693241185,-0.5566397525602689,-0.5977187442660793
8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,5,791,0.2594119655576124,0.6011945049668387,-0.509826924896615,0.2053744089841321,-0.0575556567673934,0.9087553218177316,2.611978108247948,0.7363568381507608,-0.49384011990453286,-0.6737346255679512,-0.783501945229442
